,FarmerCropId,pixel,0,20,40,60,80,100,120,140,160,180,Class
0,Forest_11,P_1248,0.6883285045623779,0.32904553413391113,0.5947670936584473,0.5412784814834595,0.27322590351104736,0.3958244621753693,0.5020670890808105,0.4317201673984528,0.29780834913253784,0.2740046977996826,Forest
1,Forest_8,P_4942,0.7628949284553528,0.31533315777778625,0.6417359113693237,0.6399043202400208,0.5723481774330139,0.5143139362335205,0.6393831372261047,0.5881617069244385,0.4531024396419525,0.3704563081264496,Forest
2,Urban_21,P_2341,0.1109289601445198,0.07701019197702408,0.07540029287338257,0.056987788528203964,0.06501143425703049,0.07652230560779573,0.11480362713336945,0.07684069871902466,0.12083973735570908,0.07092582434415817,Urban
3,Forest_0,P_1902,0.6937004923820496,0.26410120725631714,0.5017653703689575,0.5152654051780701,0.3718109428882599,0.32258063554763794,0.4879821240901947,0.4809322059154511,0.4368443191051483,0.3747659921646118,Forest
4,Urban_14,P_261,0.11243344843387604,0.049105875194072716,0.02648171409964561,0.049206994473934174,0.049906190484762185,0.09768829494714737,0.13480742275714874,0.10205278545618056,0.1416960209608078,0.08941305428743362,Urban
5,Urban_17,P_524,0.0992405042052269,0.07949339598417282,0.07561177015304565,0.05482865869998932,0.05969705805182458,0.0962367132306099,0.10577188432216644,0.08498653024435042,0.15453016757965088,0.10546875,Urban
6,Forest_5,P_577,0.7351571321487427,0.2629399597644806,0.5432525873184204,0.5798792839050293,0.3882281184196472,0.3686766624450684,0.4601851999759674,0.4639683961868286,0.4295377731323242,0.43529412150383,Forest
7,Forest_6,P_1995,0.7333333492279053,0.2295123785734177,0.5482183694839478,0.5926946997642517,0.3027852773666382,0.4237165451049805,0.4883333444595337,0.5061728358268738,0.4371790587902069,0.35716840624809265,Forest
8,Forest_15,P_196,0.7244259119033813,0.3223787248134613,0.594386875629425,0.4468740522861481,0.3258427083492279,0.40085041522979736,0.5008787512779236,0.4443952143192291,0.3308577835559845,0.3228699564933777,Forest
9,Forest_27,P_1969,,,,0.4358724653720856,,,0.5549358725547789,,,,Forest
10,Urban_11,P_1517,0.057562768459320075,0.060752689838409424,0.05766444653272629,0.051500964909791946,0.011152416467666626,0.04785894230008125,0.07159353047609329,0.07774049043655397,0.05916473269462585,0.06792645901441574,Urban
11,Urban_5,P_267,0.04767153412103653,0.018958771601319317,0.04758842289447784,0.013296965509653091,0.028860459104180336,0.04064494371414185,0.06818883121013641,0.05786089971661568,0.07412862032651901,0.05885763838887215,Urban
12,Forest_19,P_1186,0.6992084383964539,0.3560404479503632,0.5504885911941528,0.5352635383605957,0.4274193644523621,0.4365977346897125,0.5126530528068542,0.4315424561500549,0.3108451068401337,0.3028322458267212,Forest
13,Forest_6,P_1897,0.7647679448127747,0.23544304072856906,0.5557704567909241,0.491466373205185,0.4419161677360535,0.4298213720321655,0.5609561800956726,0.5180920958518982,0.4818213880062103,0.4258857667446137,Forest
14,Barren_17,P_22,0.1635635644197464,0.13793103396892548,0.1622212529182434,0.15485787391662598,0.17068850994110107,0.16861924529075625,0.1595744639635086,0.13087859749794006,0.14902640879154205,0.11362764239311217,Barren
15,Urban_22,P_921,0.07274270802736282,0.018629979342222214,0.0043156598694622525,0.004092769231647253,0.006914718542248011,0.04806408658623696,0.08322057127952576,0.03373972326517105,0.09441128373146056,0.04512790963053703,Urban
16,Water_19,P_17,0.13028012216091156,0.03940720856189728,0.09667519479990004,0.1477559208869934,0.027530256658792496,0.012285011820495129,0.2271428555250168,0.23651452362537384,0.3295668661594391,0.1951788514852524,Water
17,Forest_21,P_483,0.5270092487335205,0.2411786168813705,0.2712906002998352,0.4192454516887665,0.2354996502399445,0.17871986329555511,0.2384428232908249,0.26436781883239746,0.3348416388034821,0.29941707849502563,Forest
18,Forest_17,P_1539,0.7239387631416321,0.3140425384044647,0.5818307995796204,0.5472673773765564,0.4010695219039917,0.4610209763050079,0.581135094165802,0.5505989193916321,0.4030861854553223,0.3880764842033386,Forest
19,Urban_14,P_350,0.1932457834482193,0.059064328670501716,0.03354878351092338,0.11286307126283646,0.05658972635865212,0.14755351841449738,0.1683569997549057,0.14698085188865662,0.1947229504585266,0.15836849808692932,Urban
20,Forest_27,P_1419,0.7366856932640076,0.3970329463481903,0.6154838800430298,,0.4433862566947937,0.39994069933891296,,0.35485932230949396,0.2761589288711548,0.2412972301244736,Forest
21,Urban_6,P_381,0.19334125518798828,0.1220645159482956,0.14293567836284635,0.09375,0.10070005059242247,0.12106824666261673,0.13144855201244354,0.10005589574575424,0.219014436006546,0.061006609350442886,Urban
22,Urban_0,P_4131,0.06897678971290587,0.044547691941261285,0.04456018656492233,0.0482846237719059,0.032478634268045425,0.05207547172904015,0.08575478196144104,0.059067357331514365,0.08048103749752045,0.050686083734035485,Urban
23,Forest_19,P_2692,0.636496365070343,0.2962743937969208,0.4899957478046417,0.37142857909202576,0.2799581289291382,0.2459530085325241,0.33224400877952576,0.30273526906967163,0.2410296350717545,0.2552103698253632,Forest
24,Forest_8,P_1733,0.760120689868927,0.2930856645107269,0.6214756965637207,0.4667437970638275,0.569915235042572,0.44863221049308777,0.4952287077903748,0.446540892124176,0.3110261261463165,0.2808241844177246,Forest
25,Forest_13,P_214,0.7461346387863159,0.32411274313926697,0.6104417443275452,0.4933260679244995,0.3638705909252167,0.453125,0.5426742434501648,0.4790170192718506,0.32916054129600525,0.3632596731185913,Forest
26,Urban_22,P_1058,0.05332086235284805,0.02612152136862278,0.006483482662588358,0.024686669930815697,0.03475742042064667,0.051138482987880714,0.09117864817380904,0.0882825031876564,0.10125142335891724,0.06295843422412872,Urban
27,Forest_8,P_3027,0.7156016230583191,0.29251351952552795,0.5199729204177856,0.5148963928222656,0.5117034912109375,0.4191555082798004,0.4937286078929901,0.4549035131931305,0.3510929048061371,0.2951747179031372,Forest
28,Forest_9,P_1314,0.5995751619338989,0.19071704149246216,0.3563218414783478,0.25806450843811035,0.2365439087152481,0.21375921368598935,0.4048780500888825,0.4088800549507141,0.3496701121330261,0.28596803545951843,Forest
29,Forest_4,P_862,0.7009767293930054,0.24840085208415985,0.5262964367866516,0.5383943915367126,0.235477477312088,0.3212669789791107,0.4912087917327881,0.4760066270828247,0.4265263080596924,0.3631840944290161,Forest
